ano;sigla_uf;sigla_uf_nome;id_municipio_nome;tipo_vinculo;vinculo_ativo_3112;tipo_admissao;mes_admissao;mes_desligamento;motivo_desligamento;tempo_emprego;quantidade_horas_contratadas;indicador_trabalho_parcial;indicador_trabalho_intermitente;valor_remuneracao_media;cnae_2_subclasse_descricao_secao;idade;grau_instrucao_apos_2005;sexo;raca_cor;tamanho_estabelecimento;natureza_juridica_descricao;indicador_simples;salario_hora;ln_salario_hora
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;5;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;4.8;44;Não;Não;2088.6;Indústrias De Transformação;26;MEDIO COMPL;Feminino;Preta;De 100 a 249;Sociedade Empresária Limitada;Não;11.867045454545455;2.4737652690072967
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;9;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;14.0;44;Não;Não;2292.79;Indústrias De Transformação;28;SUP. INCOMP;Feminino;Branca;De 5 a 9;Sociedade Empresária Limitada;Não;13.02721590909091;2.5670407005468308
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;139.5;44;Não;Não;2203.84;Indústrias De Transformação;60;MEDIO INCOMP;Feminino;Branca;Até 4;Sociedade Empresária Limitada;Sim;12.521818181818183;2.5274725773181816
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;8;0;;4.4;44;Não;Não;1563.69;Indústrias De Transformação;36;6. A 9. FUND;Masculino;Preta;De 10 a 19;Sociedade Empresária Limitada;Não;8.884602272727273;2.184319696702292
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Transferência sem Ônus;10;0;;3.0;44;Não;Não;2507.0;Indústrias De Transformação;48;MEDIO COMPL;Masculino;Parda;De 20 a 49;Sociedade Empresária Limitada;Não;14.244318181818182;2.6563581031201418
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;2;0;;10.1;44;Não;Não;2040.35;Indústrias De Transformação;20;FUND COMPL;Masculino;Branca;De 5 a 9;Sociedade Empresária Limitada;Sim;11.592897727272726;2.4503926457113474
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;13.3;44;Não;Não;2488.03;Indústrias De Transformação;24;MEDIO COMPL;Feminino;Branca;Até 4;Sociedade Empresária Limitada;Sim;14.136534090909093;2.6487625166260362
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;2;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;79.2;44;Não;Não;1459.39;Indústrias De Transformação;60;MEDIO COMPL;Feminino;Branca;De 20 a 49;Sociedade Empresária Limitada;Não;8.291988636363637;2.1152898241388796
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Não Admitido Ano;0;3;Término do contrato de trabalho.;2.9;44;Não;Não;3179.59;Indústrias De Transformação;32;SUP. COMP;Feminino;Branca;De 20 a 49;Sociedade Empresária Limitada;Sim;18.065852272727273;2.894023541606168
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;7;0;;5.5;44;Não;Não;2370.62;Indústrias De Transformação;24;MEDIO COMPL;Masculino;Parda;De 10 a 19;Sociedade Empresária Limitada;Sim;13.469431818181818;2.600422808254356
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;39.8;42;Não;Não;5641.95;Indústrias De Transformação;34;SUP. COMP;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Não;33.583035714285714;3.5140210500137776
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;3;Transferência de empregado entre estabelecimentos da mesma empresa ou para outra empresa, sem ônus para a cedente;79.0;44;Não;Não;2122.97;Indústrias De Transformação;63;MEDIO COMPL;Masculino;Branca;Zero;Sociedade Empresária Limitada;Não;12.062329545454544;2.490087335618488
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;3;Rescisão sem justa causa por iniciativa do empregador.;8.5;44;Não;Não;1693.11;Indústrias De Transformação;20;MEDIO COMPL;Feminino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;9.619943181818181;2.263838358404267
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Reemprego;2;2;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;0.7;44;Não;Não;1840.0;Indústrias De Transformação;32;MEDIO COMPL;Masculino;Parda;Zero;Sociedade Empresária Limitada;Sim;10.454545454545455;2.3470368555648795
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;6;0;;6.4;44;Não;Não;1804.16;Indústrias De Transformação;25;MEDIO COMPL;Masculino;Branca;De 5 a 9;Sociedade Empresária Limitada;Sim;10.250909090909092;2.3273663934475413
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;9;Rescisão sem justa causa por iniciativa do empregador.;23.7;44;Não;Não;2628.09;Indústrias De Transformação;22;MEDIO COMPL;Masculino;Branca;Zero;Sociedade Empresária Limitada;Não;14.932329545454547;2.7035286305552915
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Reemprego;4;4;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;0.7;44;Não;Não;1467.58;Indústrias De Transformação;43;MEDIO COMPL;Masculino;Branca;Zero;Sociedade Empresária Limitada;Não;8.338522727272727;2.1208860696586482
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;141.0;44;Não;Não;5005.05;Indústrias De Transformação;42;MEDIO COMPL;Masculino;Branca;De 100 a 249;Sociedade Anônima Fechada;Não;28.43778409090909;3.3477186866712594
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;3;Rescisão sem justa causa por iniciativa do empregador.;32.4;44;Não;Não;2046.31;Indústrias De Transformação;61;MEDIO COMPL;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;11.626761363636364;2.4533094551476737
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Reemprego;7;8;Término do contrato de trabalho.;1.4;44;Não;Não;2215.38;Indústrias De Transformação;31;MEDIO COMPL;Masculino;Branca;De 100 a 249;Sociedade Empresária Limitada;Sim;12.587386363636364;2.5326952302888452
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;52.8;44;Não;Não;2973.49;Indústrias De Transformação;27;MEDIO COMPL;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Não;16.894829545454545;2.8270076310626533
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;8;0;;4.6;43;Não;Não;3264.62;Indústrias De Transformação;49;MEDIO COMPL;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;18.980348837209302;2.9434041722125337
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;12;Rescisão sem justa causa por iniciativa do empregador.;39.0;40;Não;Não;2334.13;Indústrias De Transformação;28;MEDIO COMPL;Feminino;Parda;Até 4;Sociedade Empresária Limitada;Sim;14.5883125;2.6802206944334714
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;23.2;40;Não;Não;2633.9;Indústrias De Transformação;35;MEDIO COMPL;Masculino;Parda;De 50 a 99;Sociedade Anônima Fechada;Não;16.461875;2.8010471012765743
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Reemprego;5;7;Término do contrato de trabalho.;1.9;44;Não;Não;1254.11;Indústrias De Transformação;20;MEDIO COMPL;Masculino;Branca;De 50 a 99;Sociedade Empresária Limitada;Não;7.125624999999999;1.963697441605847
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;2;Rescisão sem justa causa por iniciativa do empregador.;25.3;44;Não;Não;1919.38;Indústrias De Transformação;29;MEDIO COMPL;Masculino;Branca;De 20 a 49;Sociedade Empresária Limitada;Sim;10.905568181818182;2.389273501168195
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;43.0;44;Não;Não;2234.73;Indústrias De Transformação;43;MEDIO COMPL;Masculino;Branca;De 5 a 9;Sociedade Empresária Limitada;Sim;12.697329545454545;2.5413916993428334
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Reemprego;3;5;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;1.9;44;Não;Não;2247.95;Indústrias De Transformação;31;MEDIO COMPL;Feminino;Parda;De 100 a 249;Sociedade Empresária Limitada;Não;12.772443181818181;2.5472899737351904
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;13.0;44;Não;Não;2509.31;Indústrias De Transformação;28;SUP. COMP;Feminino;Parda;De 10 a 19;Sociedade Empresária Limitada;Sim;14.257443181818182;2.657279098897231
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;12;Rescisão sem justa causa por iniciativa do empregador.;12.4;44;Não;Não;2810.75;Indústrias De Transformação;54;MEDIO COMPL;Masculino;Branca;Até 4;Sociedade Empresária Limitada;Sim;15.970170454545455;2.770722635591717
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Não Admitido Ano;0;2;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;2.4;44;Não;Não;2512.7;Indústrias De Transformação;25;MEDIO COMPL;Feminino;Branca;De 20 a 49;Sociedade Empresária Limitada;Sim;14.276704545454544;2.6586291561511586
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;15.6;44;Não;Não;3525.93;Indústrias De Transformação;32;DOUTORADO;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;20.03369318181818;2.997415515198493
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;63.9;44;Não;Não;2686.54;Indústrias De Transformação;42;FUND COMPL;Masculino;Não identificado;De 10 a 19;Sociedade Empresária Limitada;Sim;15.264431818181817;2.725525404281001
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;193.6;44;Não;Não;5954.71;Indústrias De Transformação;35;MEDIO COMPL;Masculino;Branca;De 100 a 249;Sociedade Empresária Limitada;Não;33.83357954545455;3.5214537869928066
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Reemprego;3;3;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;0.7;44;Não;Não;1770.14;Indústrias De Transformação;26;MEDIO COMPL;Feminino;Branca;Até 4;Empresário (Individual);Sim;10.057613636363637;2.3083299234469936
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;8;Rescisão sem justa causa por iniciativa do empregador.;33.7;44;Não;Não;3059.81;Indústrias De Transformação;54;MEDIO COMPL;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;17.385284090909092;2.8556241064772494
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;1;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;3.0;44;Não;Não;1440.33;Indústrias De Transformação;38;MEDIO COMPL;Masculino;Branca;De 20 a 49;Sociedade Empresária Limitada;Sim;8.183693181818182;2.1021435379438915
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;107.2;44;Não;Não;2690.72;Indústrias De Transformação;31;MEDIO COMPL;Feminino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;15.288181818181817;2.727080099736288
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;2;0;;10.1;44;Não;Não;3448.71;Indústrias De Transformação;36;MEDIO INCOMP;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;19.59494318181818;2.9752715320208627
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;148.8;44;Não;Não;5342.91;Indústrias De Transformação;30;SUP. INCOMP;Masculino;Branca;De 100 a 249;Sociedade Anônima Fechada;Não;30.35744318181818;3.4130417323083506
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;11;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;34.3;44;Não;Não;3050.38;Indústrias De Transformação;44;SUP. COMP;Feminino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;17.331704545454546;2.8525374569665303
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;141.6;44;Não;Não;2492.53;Indústrias De Transformação;48;MEDIO COMPL;Masculino;Não identificado;De 10 a 19;Sociedade Empresária Limitada;Sim;14.162102272727275;2.6505695428337335
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;178.7;40;Não;Não;5611.48;Indústrias De Transformação;56;MEDIO COMPL;Masculino;Branca;De 5 a 9;Sociedade Empresária Limitada;Não;35.071749999999994;3.557395963106714
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;4;Rescisão sem justa causa por iniciativa do empregador.;35.4;44;Não;Não;2777.88;Indústrias De Transformação;25;MEDIO COMPL;Masculino;Branca;Até 4;Sociedade Empresária Limitada;Sim;15.78340909090909;2.7589593307988634
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;7;0;;6.0;43;Não;Não;2726.07;Indústrias De Transformação;23;MEDIO COMPL;Feminino;Amarela;De 20 a 49;Sociedade Empresária Limitada;Sim;15.849244186046512;2.763121813763371
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;149.5;44;Não;Não;3689.42;Indústrias De Transformação;37;MEDIO COMPL;Feminino;Branca;De 100 a 249;Sociedade Empresária Limitada;Não;20.96261363636364;3.0427405480702876
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;33.5;44;Não;Não;2921.98;Indústrias De Transformação;20;MEDIO INCOMP;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;16.60215909090909;2.8095327526221006
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Transferência sem Ônus;2;2;Término do contrato de trabalho.;0.9;44;Não;Não;1427.15;Indústrias De Transformação;30;MEDIO COMPL;Feminino;Não identificado;De 10 a 19;Sociedade Empresária Limitada;Sim;8.108806818181819;2.092950732541614
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;59.6;44;Não;Não;4277.65;Indústrias De Transformação;28;SUP. COMP;Masculino;Não identificado;De 250 a 499;Sociedade Anônima Fechada;Não;24.30482954545454;3.190675077325513
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Reemprego;3;3;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;0.8;44;Não;Não;1843.88;Indústrias De Transformação;30;MEDIO COMPL;Feminino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;10.476590909090909;2.349143331038949
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;11;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;15.2;44;Não;Não;2806.63;Indústrias De Transformação;33;SUP. COMP;Feminino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;15.946761363636364;2.7692557593117577
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Reemprego;9;10;Rescisão sem justa causa por iniciativa do empregador.;1.5;44;Não;Não;1417.81;Indústrias De Transformação;27;MEDIO COMPL;Feminino;Branca;De 100 a 249;Sociedade Empresária Limitada;Sim;8.055738636363635;2.0863847115388765
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Sim;Reemprego;10;0;;2.8;44;Não;Não;1918.78;Indústrias De Transformação;18;MEDIO COMPL;Masculino;Parda;De 10 a 19;Sociedade Empresária Limitada;Sim;10.902159090909091;2.3889608513542804
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;7;0;;5.7;44;Não;Não;2406.68;Indústrias De Transformação;29;MEDIO COMPL;Masculino;Branca;De 5 a 9;Sociedade Empresária Limitada;Sim;13.674318181818181;2.6155194883314685
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;231.4;44;Não;Não;3826.73;Indústrias De Transformação;37;SUP. COMP;Feminino;Branca;De 100 a 249;Sociedade Empresária Limitada;Não;21.74278409090909;3.0792819365529858
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Reemprego;4;6;Rescisão sem justa causa por iniciativa do empregador.;2.9;44;Não;Não;4717.75;Indústrias De Transformação;29;SUP. INCOMP;Feminino;Branca;Até 4;Sociedade Empresária Limitada;Sim;26.805397727272727;3.288603274971053
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;33.8;44;Não;Não;6165.92;Indústrias De Transformação;28;SUP. COMP;Masculino;Branca;De 250 a 499;Sociedade Anônima Fechada;Não;35.03363636363636;3.5563086389481677
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;201.9;44;Não;Não;6297.07;Indústrias De Transformação;34;MEDIO COMPL;Masculino;Branca;De 100 a 249;Sociedade Empresária Limitada;Não;35.77880681818181;3.577355729793441
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Reemprego;2;4;Término do contrato de trabalho.;2.9;44;Não;Não;2211.93;Indústrias De Transformação;23;MEDIO COMPL;Feminino;Parda;De 20 a 49;Sociedade Empresária Limitada;Sim;12.56778409090909;2.5311367215337217
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;25.8;40;Não;Não;2847.24;Indústrias De Transformação;51;SUP. COMP;Feminino;Não identificado;De 5 a 9;Sociedade Empresária Limitada;Sim;17.79525;2.8789315677536087
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;5;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;29.2;44;Não;Não;1895.22;Indústrias De Transformação;23;MEDIO COMPL;Masculino;Preta;De 5 a 9;Sociedade Empresária Limitada;Sim;10.768295454545454;2.3766062107266808
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;15.6;43;Não;Não;2079.27;Indústrias De Transformação;34;MEDIO COMPL;Feminino;Branca;De 5 a 9;Sociedade Empresária Limitada;Sim;12.088779069767442;2.4922776727420346
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;1;0;;11.2;43;Não;Não;2345.37;Indústrias De Transformação;45;MEDIO COMPL;Masculino;Branca;De 5 a 9;Sociedade Empresária Limitada;Sim;13.635872093023256;2.6127039741365663
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;61.1;44;Não;Não;1937.06;Indústrias De Transformação;57;FUND COMPL;Masculino;Branca;De 5 a 9;Empresário (Individual);Sim;11.006022727272727;2.3984426436247794
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;92.6;44;Não;Não;2916.65;Indústrias De Transformação;29;FUND COMPL;Feminino;Não identificado;De 20 a 49;Sociedade Empresária Limitada;Sim;16.571875000000002;2.8077069813433577
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;8;0;;4.5;44;Não;Não;3011.66;Indústrias De Transformação;30;MEDIO COMPL;Masculino;Branca;De 5 a 9;Sociedade Empresária Limitada;Não;17.111704545454543;2.839762705703893
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;41.5;44;Não;Não;3883.47;Indústrias De Transformação;63;MEDIO COMPL;Masculino;Branca;De 20 a 49;Sociedade Empresária Limitada;Não;22.065170454545452;3.0940003678013683
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;14.1;44;Não;Não;1834.15;Indústrias De Transformação;21;FUND COMPL;Feminino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;10.421306818181819;2.3438524428743333
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;3;0;;9.1;44;Não;Não;2000.0;Indústrias De Transformação;38;MEDIO COMPL;Masculino;Branca;De 5 a 9;Sociedade Empresária Limitada;Sim;11.363636363636363;2.4304184645039304
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;1;0;;11.8;44;Não;Não;1902.61;Indústrias De Transformação;30;FUND COMPL;Feminino;Branca;De 5 a 9;Sociedade Empresária Limitada;Sim;10.810284090909091;2.380497911685913
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;7;Rescisão com justa causa por iniciativa do empregador ou servidor demitido;6.7;44;Não;Não;1842.64;Indústrias De Transformação;24;MEDIO COMPL;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;10.469545454545456;2.3484706098564985
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;38.0;44;Não;Não;3206.45;Indústrias De Transformação;50;SUP. COMP;Masculino;Branca;De 100 a 249;Sociedade Empresária Limitada;Não;18.21846590909091;2.902435690103132
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;25.8;44;Não;Não;3597.56;Indústrias De Transformação;42;MEDIO COMPL;Masculino;Não identificado;De 20 a 49;Sociedade Empresária Limitada;Não;20.44068181818182;3.0175271218330746
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;4;0;;8.7;44;Não;Não;2354.16;Indústrias De Transformação;29;SUP. COMP;Masculino;Parda;De 20 a 49;Sociedade Empresária Limitada;Não;13.37590909090909;2.593455259886018
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;12;Transferência de empregado entre estabelecimentos da mesma empresa ou para outra empresa, sem ônus para a cedente;15.4;44;Não;Não;4913.1;Indústrias De Transformação;32;SUP. COMP;Feminino;Branca;De 10 a 19;Sociedade Empresária Limitada;Não;27.91534090909091;3.3291763910857797
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;4;Rescisão sem justa causa por iniciativa do empregador.;9.5;44;Não;Não;2488.54;Indústrias De Transformação;28;MEDIO COMPL;Feminino;Branca;Até 4;Sociedade Empresária Limitada;Sim;14.139431818181817;2.6489674770713973
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;114.0;44;Não;Não;3565.31;Indústrias De Transformação;47;MEDIO COMPL;Masculino;Não identificado;De 100 a 249;Sociedade Empresária Limitada;Sim;20.257443181818182;3.0085222905514843
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;23.0;40;Não;Não;3609.19;Indústrias De Transformação;23;MEDIO COMPL;Masculino;Não identificado;De 20 a 49;Sociedade Anônima Fechada;Não;22.5574375;3.116064834185573
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;118.9;44;Não;Não;3324.24;Indústrias De Transformação;41;DOUTORADO;Feminino;Branca;De 10 a 19;Sociedade Empresária Limitada;Não;18.887727272727272;2.938512360496801
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;84.8;44;Não;Não;2907.59;Indústrias De Transformação;35;MEDIO COMPL;Masculino;Não identificado;De 100 a 249;Sociedade Empresária Limitada;Não;16.520397727272726;2.804595843303792
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Reemprego;4;0;;8.7;44;Não;Não;2165.41;Indústrias De Transformação;35;FUND COMPL;Feminino;Preta;De 100 a 249;Sociedade Empresária Limitada;Não;12.303465909090908;2.509881003912401
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;5;Transferência de empregado entre estabelecimentos da mesma empresa ou para outra empresa, sem ônus para a cedente;8.0;44;Não;Não;5563.65;Indústrias De Transformação;55;MEDIO COMPL;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;31.611647727272725;3.4535256516412836
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;43.0;44;Não;Não;1582.05;Indústrias De Transformação;50;MEDIO COMPL;Feminino;Não identificado;De 100 a 249;Sociedade Empresária Limitada;Sim;8.988920454545454;2.195992758352581
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Reemprego;3;7;Rescisão sem justa causa por iniciativa do empregado ou exoneração a pedido;3.7;40;Não;Não;3244.08;Indústrias De Transformação;40;SUP. COMP;Masculino;Parda;De 20 a 49;Sociedade Empresária Limitada;Não;20.2755;3.009413260609855
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Sim;Reemprego;11;0;;1.4;44;Não;Não;1467.97;Indústrias De Transformação;30;MEDIO COMPL;Feminino;Branca;De 20 a 49;Sociedade Empresária Limitada;Sim;8.340738636363637;2.1211517779601894
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;3;Rescisão sem justa causa por iniciativa do empregador.;12.7;44;Não;Não;1389.17;Indústrias De Transformação;31;MEDIO COMPL;Feminino;Branca;Até 4;Sociedade Empresária Limitada;Sim;7.893011363636364;2.065977730435905
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Sim;Não Admitido Ano;0;0;;32.1;40;Não;Não;1634.98;Indústrias De Transformação;21;MEDIO COMPL;Masculino;Parda;Até 4;Sociedade Empresária Limitada;Sim;10.218625;2.324212035606808
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;3;Rescisão sem justa causa por iniciativa do empregador.;19.8;44;Não;Não;2365.86;Indústrias De Transformação;45;MEDIO COMPL;Masculino;Branca;De 5 a 9;Sociedade Empresária Limitada;Sim;13.442386363636365;2.5984128761518392
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ DET;Não;Não Admitido Ano;0;2;Rescisão sem justa causa por iniciativa do empregador.;2.6;44;Não;Não;1659.31;Indústrias De Transformação;42;6. A 9. FUND;Masculino;Branca;Até 4;Sociedade Empresária Limitada;Sim;9.427897727272727;2.243673137250169
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;7;Rescisão sem justa causa por iniciativa do empregador.;129.9;44;Não;Não;2055.88;Indústrias De Transformação;29;FUND COMPL;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;11.681136363636364;2.457975264074802
2024;SC;Santa Catarina;Florianópolis;CLT U/PJ IND;Não;Não Admitido Ano;0;3;Rescisão sem justa causa por iniciativa do empregador.;27.8;44;Não;Não;1954.11;Indústrias De Transformação;36;MEDIO COMPL;Masculino;Branca;De 10 a 19;Sociedade Empresária Limitada;Sim;11.102897727272726;2.407206130760023
